timestamp,cpu,memory,latency
2025-10-08 03:01:55.720999956+00:00,1157.015625,6324412416,7299.1095157
2025-10-08 03:02:10.720999956+00:00,1157.03125,6344306688,7300.2782287
2025-10-08 03:02:25.720999956+00:00,1157.03125,6207668224,7300.458199
2025-10-08 03:02:40.720999956+00:00,1157.046875,6631813120,7301.2740477
2025-10-08 03:02:55.720999956+00:00,1157.046875,6547992576,7301.4664052
2025-10-08 03:03:10.720999956+00:00,1157.046875,6661468160,7301.5280966
2025-10-08 03:03:25.720999956+00:00,1157.046875,6733049856,7301.9950278
2025-10-08 03:03:40.720999956+00:00,1157.046875,6685900800,7302.1081352
2025-10-08 03:03:55.720999956+00:00,1157.0625,6762995712,7302.214995599999
2025-10-08 03:04:10.720999956+00:00,1157.0625,6689296384,7302.3018942
2025-10-08 03:04:25.720999956+00:00,1157.078125,6766092288,7302.379738
2025-10-08 03:04:40.720999956+00:00,1157.078125,6800199680,7302.477621999999
2025-10-08 03:04:55.720999956+00:00,1157.078125,6723923968,7302.552869999999
2025-10-08 03:05:10.720999956+00:00,1157.09375,6804971520,7302.650202799999
2025-10-08 03:05:25.720999956+00:00,1157.125,6858088448,7302.739030299999
2025-10-08 03:05:40.720999956+00:00,1157.140625,6836178944,7302.808900499999
2025-10-08 03:05:55.720999956+00:00,1157.140625,6874705920,7302.917200299999
2025-10-08 03:06:10.720999956+00:00,1157.15625,6851493888,7303.0392428
2025-10-08 03:06:25.720999956+00:00,1157.171875,6890090496,7303.1105784
2025-10-08 03:06:40.720999956+00:00,1157.203125,6834417664,7303.402947
2025-10-08 03:06:55.720999956+00:00,1157.203125,6862319616,7303.482200099999
2025-10-08 03:07:10.720999956+00:00,1157.203125,6888189952,7303.6617651
2025-10-08 03:07:25.720999956+00:00,1157.203125,6822260736,7303.7387315
2025-10-08 03:07:40.720999956+00:00,1157.203125,7121580032,7303.846906899999
2025-10-08 03:07:55.720999956+00:00,1157.203125,7112474624,7303.9662996
2025-10-08 03:08:10.720999956+00:00,1157.203125,7080648704,7304.1211538
2025-10-08 03:08:25.720999956+00:00,1157.203125,7102406656,7304.1978288
2025-10-08 03:08:40.720999956+00:00,1157.203125,7124185088,7304.3140967
2025-10-08 03:08:55.720999956+00:00,1157.203125,7125061632,7304.3959583
2025-10-08 03:09:10.720999956+00:00,1157.21875,7124877312,7305.6082341
2025-10-08 03:09:25.720999956+00:00,1157.21875,7079583744,7305.6806713
2025-10-08 03:09:40.720999956+00:00,1157.21875,6976774144,7305.7705434
2025-10-08 03:09:55.720999956+00:00,1157.21875,7068733440,7305.826291599999
2025-10-08 03:10:10.720999956+00:00,1157.25,7091625984,7305.981010699999
2025-10-08 03:10:25.720999956+00:00,1157.25,7081836544,7306.073382
2025-10-08 03:10:40.720999956+00:00,1157.25,7072735232,7306.155705499999
2025-10-08 03:10:55.720999956+00:00,1157.25,6992498688,7306.309986599999
2025-10-08 03:11:10.720999956+00:00,1157.265625,7089045504,7306.3856673
2025-10-08 03:11:25.720999956+00:00,1157.265625,7009058816,7306.458963399999
2025-10-08 03:11:40.720999956+00:00,1157.265625,7026040832,7306.561914
2025-10-08 03:11:55.720999956+00:00,1157.265625,7078711296,7306.712999699999
2025-10-08 03:12:10.720999956+00:00,1157.28125,6957993984,7306.9194847
2025-10-08 03:12:25.720999956+00:00,1157.296875,6889754624,7307.0406162
2025-10-08 03:12:40.720999956+00:00,1157.296875,7066636288,7307.156487499999
2025-10-08 03:12:55.720999956+00:00,1157.296875,7150583808,7307.312940899999
2025-10-08 03:13:10.720999956+00:00,1157.296875,7086084096,7307.4197064
2025-10-08 03:13:25.720999956+00:00,1157.3125,7142789120,7307.5354134
2025-10-08 03:13:40.720999956+00:00,1157.3125,7212036096,7307.6081095
2025-10-08 03:13:55.720999956+00:00,1157.3125,7199387648,7307.6997083
2025-10-08 03:14:10.720999956+00:00,1157.328125,7113199616,7307.7863367
2025-10-08 03:14:25.720999956+00:00,1157.34375,7163674624,7307.883265599999
2025-10-08 03:14:40.720999956+00:00,1157.34375,7167041536,7307.983334799999
2025-10-08 03:14:55.720999956+00:00,1157.34375,6955745280,7308.087088599999
2025-10-08 03:15:10.720999956+00:00,1157.34375,6546284544,7308.3512224
2025-10-08 03:15:25.720999956+00:00,1157.34375,5808177152,7308.7650386
2025-10-08 03:15:40.720999956+00:00,1157.34375,5163966464,7309.0022013
2025-10-08 03:15:55.720999956+00:00,1157.34375,5476835328,7309.119723199999
2025-10-08 03:16:10.720999956+00:00,1157.34375,5520314368,7309.2236796
2025-10-08 03:16:25.720999956+00:00,1157.34375,5471080448,7309.3702115
2025-10-08 03:16:40.720999956+00:00,1157.34375,5536550912,7310.6981083
2025-10-08 03:16:55.720999956+00:00,1157.34375,5555953664,7310.7670517
2025-10-08 03:17:10.720999956+00:00,1157.34375,5521575936,7310.920025599999
2025-10-08 03:17:25.720999956+00:00,1157.34375,5589291008,7311.0634977
2025-10-08 03:17:40.720999956+00:00,1157.34375,5716029440,7311.2101609
2025-10-08 03:17:55.720999956+00:00,1157.34375,5862100992,7311.263338
2025-10-08 03:18:10.720999956+00:00,1157.34375,5785333760,7311.365400299999
2025-10-08 03:18:25.720999956+00:00,1157.34375,5817016320,7311.465018299999
2025-10-08 03:18:40.720999956+00:00,1157.34375,5885255680,7311.5709164
2025-10-08 03:18:55.720999956+00:00,1157.34375,5920108544,7311.641212699999
2025-10-08 03:19:10.720999956+00:00,1157.34375,5853327360,7311.722378699999
2025-10-08 03:19:25.720999956+00:00,1157.34375,5776760832,7311.8528737
2025-10-08 03:19:40.720999956+00:00,1157.34375,5920997376,7312.007932699999
2025-10-08 03:19:55.720999956+00:00,1157.34375,5937381376,7312.075773199999
2025-10-08 03:20:10.720999956+00:00,1157.34375,5947465728,7312.1579722
2025-10-08 03:20:25.720999956+00:00,1157.34375,5953654784,7312.3203477
2025-10-08 03:20:40.720999956+00:00,1157.34375,5837189120,7312.502767299999
2025-10-08 03:20:55.720999956+00:00,1157.34375,5926678528,7312.569152399999
2025-10-08 03:21:10.720999956+00:00,1157.34375,5915734016,7312.741295999999
2025-10-08 03:21:25.720999956+00:00,1157.34375,5871120384,7313.7669484
2025-10-08 03:21:40.720999956+00:00,1157.34375,5837488128,7313.8599194
2025-10-08 03:21:55.720999956+00:00,1157.359375,5906751488,7313.92156
2025-10-08 03:22:10.720999956+00:00,1157.375,5837922304,7314.0309939
2025-10-08 03:22:25.720999956+00:00,1157.375,5661306880,7314.2009385
2025-10-08 03:22:40.720999956+00:00,1157.375,5795676160,7314.277859299999
2025-10-08 03:22:55.720999956+00:00,1157.375,5730091008,7314.391417899999
2025-10-08 03:23:10.720999956+00:00,1157.375,5795106816,7314.491783599999
